,rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,avg_price,revenue
13460,15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,psv,2016,adventure,5pb,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13461,15296,Moujuutsukai to Oujisama: Snow Bride,ps2,2011,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13462,15297,Detective Jinguuji Saburo: Ronde Revenge,3ds,2012,action,Arc System Works,0.0,0.0,0.02,0.0,0.02,24.34,486800.0
13463,15298,Casper: Spirit Dimensions,gc,2002,platform,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,33.64,672800.0000000001
13464,15299,Meitantei Evangelion,ps2,2007,adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13465,15300,Tsuyo Kiss 2 Portable,psp,2010,adventure,NetRevo,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13466,15301,Butt-Ugly Martians: Zoom or Doom!,ps2,2002,racing,Vivendi Games,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13467,15302,Mar Heaven: Karudea no Akuma,ds,2006,role-playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13468,15303,F1 2016 (Codemasters),pc,2016,racing,Codemasters,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13469,15304,Brain Dead 13,ps,1996,adventure,Coconuts Japan,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13470,15305,Spider-Man 3,pc,2007,platform,Activision,0.02,0.0,0.0,0.0,0.02,13.28,265600.0
13471,15306,Robotics;Notes,x360,2012,adventure,5pb,0.0,0.0,0.02,0.0,0.02,11.94,238799.99999999997
13472,15307,Hoppie,ds,2011,platform,Jack of All Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13473,15308,Rugby League Team Manager 2015,pc,2015,action,Alternative Software,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13474,15310,The Lord of the Rings Online: Mines of Moria,pc,2008,role-playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13475,15311,T.A.C. Heroes : Big Red One,ds,2010,strategy,Storm City Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13476,15312,War Leaders: Clash of Nations,pc,2009,strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13477,15313,Dungeons & Dragons: Shadow over Mystara,ps3,2013,role-playing,Capcom,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13478,15314,The King of Fighters NeoWave,xb,2006,fighting,SNK Playmore,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13479,15315,Super PickUps,ps2,2007,racing,XS Games,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13480,15316,Puzzle Quest: Challenge of the Warlords,psp,2007,puzzle,D3Publisher,0.01,0.0,0.0,0.0,0.02,16.18,323600.0
13481,15317,Aquanaut's Holiday,ps,1995,adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13482,15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,ds,2007,adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13483,15320,Hot 'n' Cold,ds,2009,action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13484,15321,Nisenochigiri,psp,2010,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13485,15322,Wakeboarding Unleashed Featuring Shaun Murray,gba,2003,sports,Aspyr,0.01,0.01,0.0,0.0,0.02,17.94,358800.0
13486,15323,The Testament of Sherlock Holmes,x360,2012,adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,11.94,238799.99999999997
13487,15324,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,ps2,2002,action,Takara,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13488,15325,Last Escort,ps2,2006,adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13489,15326,Meikyuu Cross Blood: Reloaded,x360,2011,action,Unknown,0.0,0.0,0.02,0.0,0.02,11.94,238799.99999999997
13490,15327,Livly Garden,ds,2010,simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13491,15329,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,psp,2011,role-playing,Starfish,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13492,15330,Commando: Steel Disaster,ds,2008,shooter,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13493,15331,Aria: The Natural ~Tooi Yume no Mirage~,ps2,2006,adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13494,15332,Hellgate: London,pc,2007,role-playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13495,15333,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,wii,2008,fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,10.18,203600.0
13496,15334,The Awakened Fate Ultimatum,ps3,2014,role-playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13497,15335,Gal Gun,ps3,2012,shooter,Alchemist,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13498,15336,Chuck E. Cheese's Super Collection,wii,2011,action,UFO Interactive,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13499,15337,Hakuouki: Yuugi Roku DS,ds,2011,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13500,15338,Mystery Tales 2: The Spirit Mask,ds,2011,puzzle,Unknown,0.0,0.02,0.0,0.0,0.02,12.99,259800.00000000003
13501,15339,Kung Fu Panda: Showdown of Legendary Legends,3ds,2015,action,Little Orbit,0.0,0.02,0.0,0.0,0.02,24.34,486800.0
13502,15340,Shonen Jump's Shaman King: Master of Spirits 2,gba,2005,role-playing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,17.94,358800.0
13503,15341,Dead Rising,ps4,2016,action,Capcom,0.01,0.0,0.0,0.0,0.02,22.21,444200.00000000006
13504,15342,Homefront: The Revolution,pc,2016,shooter,Deep Silver,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13505,15343,Toki no Kizuna: Hanayui Tsuzuri,psp,2013,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13506,15344,The Technomancer,xone,2016,role-playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.02,12.68,253600.0
13507,15345,Rinne no Lagrange: Kamogawa Days,ps3,2012,adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13508,15346,TOCA Race Driver 3,pc,2006,racing,Codemasters,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13509,15347,Airport Simulator,pc,2011,simulation,Unknown,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13510,15348,Casper's Scare School: Spooky Sports Day,wii,2009,sports,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13511,15349,Code R,sat,1998,adventure,Quintet,0.0,0.0,0.02,0.0,0.02,40.47,809400.0
13512,15350,The Idolmaster: Gravure For You! Vol.8,ps3,2012,action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13513,15351,Disney Sports Football,gba,2002,sports,Unknown,0.01,0.01,0.0,0.0,0.02,17.94,358800.0
13514,15352,Oil Rush,pc,2012,strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13515,15353,Cabela's Big Game Hunter: Pro Hunts,wiiu,2014,shooter,Activision,0.02,0.0,0.0,0.0,0.02,19.59,391800.0
13516,15354,Chicken Hunter,ds,2007,shooter,Phoenix Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13517,15355,Hakuoki: Shinkai - Furi no Shou,psv,2015,action,Idea Factory,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13518,15356,Demolition Company: Gold Edition,pc,2011,simulation,Unknown,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13519,15357,Headhunter: Redemption,xb,2004,action,Sega,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13520,15358,Onechanbara Special,psp,2011,action,D3Publisher,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13521,15359,Daikaijuu Battle: Ultra Coliseum,wii,2008,fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,10.18,203600.0
13522,15360,Saki: Achiga-Hen Portable,psp,2013,adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13523,15361,Bella Sara 2 - The Magic of Drasilmare,3ds,2013,adventure,Big Ben Interactive,0.0,0.02,0.0,0.0,0.02,24.34,486800.0
13524,15363,Polar Bowler,ds,2008,sports,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13525,15364,Prehistorik Man,gba,2001,platform,THQ,0.01,0.01,0.0,0.0,0.02,17.94,358800.0
13526,15365,F1 2002,gba,2002,racing,"Destination Software, Inc",0.01,0.01,0.0,0.0,0.02,17.94,358800.0
13527,15366,Chicago Enforcer,xb,2005,shooter,Kemco,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13528,15367,Jinguuji Saburou DS: Akai Chou,ds,2010,adventure,Arc System Works,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13529,15368,Dance Dance Revolution Extra Mix,ps,2001,simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,15.92,318400.0
13530,15369,UnchainBlades EXXiV,psp,2012,role-playing,FuRyu,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13531,15370,Princess Isabella: A Witch's Curse,wii,2010,adventure,Destineer,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13532,15371,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,ds,2008,adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13533,15372,The Legend of Heroes: Trails in the Sky Third Chapter,psv,2016,role-playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13534,15373,Pippa Funnell: Ranch Rescue,wii,2007,adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,10.18,203600.0
13535,15374,Jewel Link: Galactic Quest,ds,2012,action,Avanquest Software,0.0,0.02,0.0,0.0,0.02,12.99,259800.00000000003
13536,15375,Super Bowling,n64,1999,sports,Athena,0.02,0.0,0.0,0.0,0.02,32.69,653799.9999999999
13537,15376,Rat Attack!,n64,2000,puzzle,Mindscape,0.02,0.0,0.0,0.0,0.02,32.69,653799.9999999999
13538,15377,Kawaii Koinu DS 3,ds,2010,simulation,MTO,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13539,15378,Chuugen no Hasha: Sangoku Shouseiden,psp,2006,strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13540,15379,Chevrolet Camaro: Wild Ride,ds,2010,racing,Storm City Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13541,15380,The Sims 2: Happy Holiday Stuff,pc,2006,simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,13.28,265600.0
13542,15381,Largo Winch .// Commando Sar,ps,2002,adventure,Ubisoft,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13543,15382,Joker no Kuni no Alice: Wonderful Wonder World,psp,2011,adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13544,15383,Cross Treasures,ds,2009,role-playing,Square Enix,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13545,15384,Ruff Trigger: The Vanocore Conspiracy,ps2,2006,platform,Natsume,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13546,15385,Silent Bomber,ps,1999,action,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13547,15386,Samurai & Dragons,psv,2012,action,Sega,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13548,15388,Elminage Original: Majo to Megami to Kamigami no Yubiwa,psp,2011,role-playing,Starfish,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13549,15390,XGRA: Extreme G Racing Association,xb,2003,racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,9.99,199800.0
13550,15391,Uta no * Prince-Sama,psp,2010,adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13551,15392,Ridge Racer Unbounded,pc,2012,racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13552,15393,Elminage Gothic: Ulm Zakir to Yami no Gishiki,psp,2012,role-playing,Starfish,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13553,15395,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3ds,2011,action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,24.34,486800.0
13554,15396,Invizimals: The Resistance,psv,2014,role-playing,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,46.26,925200.0
13555,15397,Anima - Gate of Memories,ps4,2016,action,Avanquest,0.0,0.02,0.0,0.0,0.02,22.21,444200.00000000006
13556,15398,B-17: Fortress in the Sky,ds,2007,simulation,DSI Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13557,15399,Mushishi: Amefuru Sato,ds,2008,simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,12.99,259800.00000000003
13558,15400,Arcana Famiglia: Vascello Phantasma no Majutsushi,psp,2012,action,Comfort,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13559,15401,The Legend of Heroes: Trails in the Sky Second Chapter,ps3,2013,role-playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13560,15402,Motocross Mania 3,xb,2005,racing,Take-Two Interactive,0.01,0.0,0.0,0.0,0.02,9.99,199800.0
13561,15403,Psycho-Pass: Mandatory Happiness,psv,2016,adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02,46.26,925200.0
13562,15404,ESPN MLS ExtraTime 2002,gc,2002,sports,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,33.64,672800.0000000001
13563,15405,Winning Post 7: Maximum 2007,ps2,2007,sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13564,15406,Resident Evil: Umbrella Corps,ps4,2016,action,Capcom,0.0,0.0,0.02,0.0,0.02,22.21,444200.00000000006
13565,15407,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,ps2,2010,action,Russel,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13566,15408,Vitamin R,psp,2013,adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13567,15409,Fist of the North Star: Ken's Rage 2,wiiu,2013,fighting,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,19.59,391800.0
13568,15410,Maximum Racing: Crash Car Racer,wii,2010,racing,Nordic Games,0.01,0.01,0.0,0.0,0.02,10.18,203600.0
13569,15411,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,gba,2006,action,Atari,0.01,0.01,0.0,0.0,0.02,17.94,358800.0
13570,15412,Deus Ex: Mankind Divided,pc,2016,role-playing,Square Enix,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13571,15413,Guitar Freaks V2 & DrumMania V2,ps2,2006,simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13572,15414,Backyard Baseball '09,ps2,2008,sports,Atari,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13573,15415,Puzzle City,ds,2009,puzzle,Destineer,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13574,15416,Gakuen K: Wonderful School Days,psp,2014,adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13575,15417,Worms,x360,2007,strategy,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,11.94,238799.99999999997
13576,15418,RollerCoaster Tycoon World,pc,2016,simulation,Atari,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13577,15419,Pastel Chime Continue,psp,2010,adventure,5pb,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13578,15420,Trapped Dead,pc,2011,strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13579,15421,Super Fruit Fall,wii,2006,puzzle,System 3 Arcade Software,0.01,0.0,0.0,0.0,0.02,10.18,203600.0
13580,15422,Zwei!!,psp,2008,role-playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13581,15424,Ro-Kyu-Bu! Lost Secret,psp,2013,adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13582,15425,CV Casting Voice,ps3,2014,adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13583,15426,Littlest Pet Shop,pc,2008,simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13584,15427,Net High,psv,2015,adventure,Marvelous Games,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13585,15428,Malice,ps2,2004,platform,Evolved Games,0.01,0.01,0.0,0.0,0.02,13.45,269000.0
13586,15429,Defendin' De Penguin,ds,2008,strategy,Zushi Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13587,15430,The Sims 2: Family Fun Stuff,pc,2006,simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,13.28,265600.0
13588,15431,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,ps2,2008,role-playing,Sega,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13589,15432,Worldwide Soccer Manager 2007,pc,2006,sports,Sega,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13590,15433,Heroes of the Pacific,pc,2005,simulation,Codemasters,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13591,15434,Kokoro Connect: Yochi Random,psp,2012,action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13592,15435,Tenkai Knights: Brave Battle,3ds,2014,action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,24.34,486800.0
13593,15436,Mount & Blade: Warband,pc,2010,role-playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02,13.28,265600.0
13594,15437,Horrid Henry: Missions of Mischief,wii,2010,adventure,SouthPeak Games,0.0,0.02,0.0,0.0,0.02,10.18,203600.0
13595,15438,Dark Tales: Edgar Allan Poe's The Premature Burial,pc,2012,puzzle,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13596,15439,Painkiller: Hell & Damnation,x360,2013,shooter,Nordic Games,0.0,0.01,0.0,0.0,0.02,11.94,238799.99999999997
13597,15440,Resident Evil Zero,pc,2016,action,Capcom,0.01,0.01,0.0,0.0,0.02,13.28,265600.0
13598,15441,Warship Gunner 2 Portable,psp,2009,simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13599,15442,Nervous Brickdown,ds,2007,puzzle,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,12.99,259800.00000000003
13600,15443,Downtown Nekketsu Jidaigek,3ds,2015,action,Arc System Works,0.0,0.0,0.02,0.0,0.02,24.34,486800.0
13601,15444,Mini Ninjas,pc,2009,action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13602,15445,Legend of Kay Anniversary,ps4,2015,action,Nordic Games,0.0,0.02,0.0,0.0,0.02,22.21,444200.00000000006
13603,15446,NHL 09,pc,2008,sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13604,15447,Spanish for Everyone!,ds,2007,puzzle,Activision,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13605,15448,Battle Princess of Arcadias,ps3,2013,role-playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13606,15449,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,psv,2015,strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13607,15450,Germany's Next Topmodel 2011,wii,2011,simulation,7G//AMES,0.0,0.02,0.0,0.0,0.02,10.18,203600.0
13608,15451,Uchuu Keiji Tamashii: The Space Sheriff Spirits,ps2,2006,action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13609,15452,Angelique Retour,psv,2015,action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13610,15453,Winx Club: Saving Alfea,ds,2014,action,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13611,15454,UFO: Trilogy,pc,2007,strategy,Unknown,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13612,15455,Mount & Blade Collection,pc,2012,role-playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13613,15456,Car Battler Joe,gba,2001,role-playing,Victor Interactive,0.01,0.01,0.0,0.0,0.02,17.94,358800.0
13614,15457,Vietcong,pc,2003,shooter,Gathering of Developers,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13615,15458,StormLover Karen!!,psp,2011,adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13616,15459,Digimon Rumble Arena 2,xb,2004,fighting,Atari,0.01,0.0,0.0,0.0,0.02,9.99,199800.0
13617,15460,Steins;Gate: Hiyoku Renri no Darling,ps3,2012,adventure,5pb,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13618,15461,Ten Pin Alley 2,wii,2008,sports,XS Games,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13619,15462,Coded Soul: Uke Keigareshi Idea,psp,2008,role-playing,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13620,15463,Starship Troopers,pc,2005,shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13621,15464,AIR,psp,2007,adventure,Prototype,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13622,15465,Crysis: Warhead,pc,2008,shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13623,15466,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,ps2,2010,adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13624,15467,Dino Dini's Kick Off Revival,ps4,2016,sports,Avanquest,0.0,0.02,0.0,0.0,0.02,22.21,444200.00000000006
13625,15468,Garfield Gets Real,ds,2009,action,Zushi Games,0.0,0.02,0.0,0.0,0.02,12.99,259800.00000000003
13626,15469,Mighty No. 9,wiiu,2016,platform,Deep Silver,0.01,0.01,0.0,0.0,0.02,19.59,391800.0
13627,15470,Atlantic Quest,pc,2011,puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13628,15471,Tycoon City: New York,pc,2006,strategy,Atari,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13629,15472,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,ps3,2015,action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,14.67,293400.0
13630,15473,Agatha Christie: The ABC Murders,pc,2016,adventure,Microids,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13631,15474,Virtua Pro Football,ps2,2006,sports,Sega,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13632,15475,Date-A-Live Twin Edition: Rio Reincarnation,psv,2015,action,Compile Heart,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13633,15476,Adidas Power Soccer 98,ps,1998,sports,Psygnosis,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13634,15477,Natsuiro High School: Seishun Hakusho,ps4,2015,action,D3Publisher,0.0,0.0,0.02,0.0,0.02,22.21,444200.00000000006
13635,15478,Black Rose Valkyrie,ps4,2016,role-playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,22.21,444200.00000000006
13636,15480,Heroes VS,psp,2013,fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13637,15481,Kazoku Keikaku,psp,2010,adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13638,15482,Sotsugyou II: Neo Generation Special,3do,1995,simulation,Imageworks,0.0,0.0,0.02,0.0,0.02,34.68,693600.0
13639,15483,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",pc,2009,shooter,Activision,0.02,0.0,0.0,0.0,0.02,13.28,265600.0
13640,15484,Agatha Christie's The ABC Murders,ps4,2016,adventure,Microids,0.01,0.01,0.0,0.0,0.02,22.21,444200.00000000006
13641,15485,Tom Clancy's Splinter Cell Classic Trilogy HD,ps3,2011,action,Ubisoft,0.02,0.0,0.0,0.0,0.02,14.67,293400.0
13642,15486,Aoishiro,ps2,2008,adventure,Success,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13643,15487,Rainbow Islands Revolution,ds,2005,platform,Rising Star Games,0.01,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13644,15488,"Warhammer 40,000: Dawn of War: Soulstorm",pc,2008,strategy,THQ,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13645,15489,Virtual Kasparov,gba,2002,strategy,Titus,0.01,0.01,0.0,0.0,0.02,17.94,358800.0
13646,15490,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,xb,2005,platform,Global Star,0.01,0.0,0.0,0.0,0.02,9.99,199800.0
13647,15491,Dynasty Warriors 8: Empires,psv,2015,action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13648,15492,Mary King's Riding School,ds,2008,simulation,Ghostlight,0.0,0.02,0.0,0.0,0.02,12.99,259800.00000000003
13649,15493,Devil Survivor: Over Clock,3ds,2015,strategy,Atlus,0.0,0.0,0.02,0.0,0.02,24.34,486800.0
13650,15494,PC Engine Best Collection: Tengai Makyou Collection,psp,2008,role-playing,Hudson Soft,0.0,0.0,0.02,0.0,0.02,16.18,323600.0
13651,15495,Commandos 3: Destination Berlin,pc,2003,strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,13.28,265600.0
13652,15496,Otoko Yukaku,psv,2015,action,D3Publisher,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13653,15497,Speed Kings,gc,2003,racing,Acclaim Entertainment,0.01,0.0,0.0,0.0,0.02,33.64,672800.0000000001
13654,15499,Rose to Tasogare no Kojou,psv,2016,action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,46.26,925200.0
13655,15500,Army Rescue,wii,2009,shooter,UFO Interactive,0.02,0.0,0.0,0.0,0.02,10.18,203600.0
13656,15501,Azada,3ds,2012,puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02,24.34,486800.0
13657,15502,ESPN MLS ExtraTime 2002,xb,2002,sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,9.99,199800.0
13658,15504,Dreamer Series: Horse Trainer,ds,2008,simulation,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,12.99,259800.00000000003
13659,15505,Hogs of War,ps,2000,strategy,Infogrames,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
13660,15506,Katekyoo Hitman Reborn! Dream Hyper Battle!,ps2,2007,fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,13.45,269000.0
13661,15507,Muchi Muchi Pork & Pink Sweets,x360,2011,shooter,Cave,0.0,0.0,0.02,0.0,0.02,11.94,238799.99999999997
13662,15508,Point Blank 3,ps,2000,shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,15.92,318400.0
